"REFNO","ROCKUNITNO","ROCKNAME","PLACE","CONTINENT","TERRANE","RLAT","RLONG","ROCKTYPE","STRATA","STRATAGE","LATSPREAD","LOWAGE","HIGHAGE","METHOD","ISOTOPEDATA","STRUCTURE","STATUS"
"2015","3989","Volga River Sediments Combined","Volga River, Russia","Europe","Russian Platform","56.0","44.0","sediments, redbeds, limestones",,"P3",,"251","260","fossils",,,
"2016","3990","Volga River Redbeds","Volga River, Russia","Europe","Russian Platform","56.0","49.0","sediments, redbeds","Early Tatarian","P2-3",,"257","263","fossils",,,"Superseded study"
"2201","3991","Volga River Redbeds","Volga River, Russia","Europe","Russian Platform","56.0","49.0","sediments, redbeds","Early Tatarian","P2-3",,"257","263","fossils",,,"Superseded study"
"2015","3992","Volga River Redbeds","Volga River, Russia","Europe","Russian Platform","56.0","49.0","sediments, redbeds","Early Tatarian","P2-3",,"257","263","fossils",,,"Superseded study"
"968","3993","Volga River Redbeds Combined","Volga River, Russia","Europe","Russian Platform","56.0","49.0","sediments, redbeds","Early Tatarian","P2-3",,"257","263","fossils",,,
"2015","3994","Volga River Sediments","Volga River, Russia","Europe","Russian Platform","55.0","49.0","sediments,limestones, redbeds","Early Tatarian","P2-3",,"257","263","fossils",,,"Superseded study"
"2016","3995","Volga River Redbeds","Volga River, Russia","Europe","Russian Platform","55.0","49.0","sediments, redbeds","Early Tatarian","P2-3",,"257","263","fossils",,,"Superseded study"
"968","3996","Volga River Sediments Combined","Volga River, Russia","Europe","Russian Platform","55.0","49.0","sediments, limestones, redbeds","Early Tatarian","P2-3",,"257","263","fossils",,,
"2015","3997","Kama River Redbeds","Galevo Village, Kama River, Russia","Europe","Russian Platform","57.0","54.0","sediments, redbeds",,"P2-3",,"251","271","stratigraphic",,,"Superseded study"
"2060","3998","Kama River Redbeds","Kama River, Russia","Europe","Russian Platform","57.0","55.0","sediments, redbeds",,"P2-3",,"251","271","stratigraphic",,,"Superseded study"
"2201","3999","Kama River Redbeds","Osa Mountain, Kama River, Russia","Europe","Russian Platform","57.5","55.5","sediments, redbeds",,"P2-3",,"251","271","stratigraphic",,,"Superseded study"
"968","4000","Kama River Redbeds Combined","Kama River, Russia","Europe","Russian Platform","57.2999992","54.7999992","sediments, redbeds",,"P2-3",,"251","271","stratigraphic",,,"Superseded study"
"2201","4001","Kama River Redbeds","Sarapul Mountain, Kama River, Russia","Europe","Russian Platform","56.5","54.0","sediments, redbeds","Early Tatarian to Late Kazanian","P2-3",,"257","266","fossils",,,"Superseded study"
"2015","4002","Kama River Redbeds","Sarapul Mountain, Kama River, Russia","Europe","Russian Platform","56.0","54.0","sediments, redbeds","Early Tatarian to Late Kazanian","P2-3",,"257","266","fossils",,,"Superseded study"
"2014","4003","Kama River Redbeds","West Bashkiria, Kama River, Russia","Europe","Russian Platform","54.5","54.0","sediments, redbeds","Early Tatarian to Late Kazanian","P2-3",,"257","266","fossils",,,"Superseded study"
"968","4004","Kama River Redbeds Combined","Kama River, Russia","Europe","Russian Platform","55.7000008","54.0","sediments, redbeds","Early Tatarian to Late Kazanian","P2-3",,"257","266","fossils",,,"Superseded study"
"2015","4005","Kama River Sediments Combined","Kama River, Russia","Europe","Russian Platform","56.0","51.7000008","sediments,limestones,redbeds,clays","Kazanian","P2",,"263","268","fossils",,,
"2015","4006","Kama Region Sediments","S.E.Tataria, Kama Region, Russia","Europe","Russian Platform","55.0","53.0","sediments,limestones,redbeds","Late Kazanian","P2",,"263","266","fossils",,,"Superseded study"
"2016","4007","Kama Region Redbeds","Kama Region, Russia","Europe","Russian Platform","55.0","52.0","sediments, redbeds","Late Kazanian","P2","150 km","263","266","fossils",,,"Superseded study"
"968","4008","Kama Region Sediments Combined","Kama Region, Russia","Europe","Russian Platform","55.0","52.7000008","sediments,limestones,redbeds","Late Kazanian","P2",,"263","266","fossils",,,"Superseded study"
"2016","4009","Kama Region Sediments","Kama Region, Russia","Europe","Russian Platform","54.5","52.5","sediments,limestones,redbeds",,"P2-3",,"251","271","fossils",,,"Superseded study"
"2015","4010","Kama Region Redbeds","Sheshma River, Kama Region, Russia","Europe","Russian Platform","54.0","52.0","sediments, redbeds",,"P2-3",,"251","271","fossils",,,"Superseded study"
"968","4011","Kama Region Sediments Combined","Kama Region, Russia","Europe","Russian Platform","54.5999985","52.5999985","sediments, redbeds, limestones",,"P2-3",,"251","271","fossils",,,
"2015","4012","Perm City Sediments","Perm City, Russia","Europe","Russian Platform","58.0","56.0","sediments, limestones, redbeds","Ufimian to Solikam","P2",,"268","271","fossils",,,"Superseded study"
"2016","4013","Kama River Sediments","Kama River, Russia","Europe","Russian Platform","58.5","56.5","sediments,limestones,sandstones","Ufimian to Solikam","P2",,"268","271","fossils",,,"Superseded study"
"968","4014","Kama Region Sediments Combined","Kama Region, Russia","Europe","Russian Platform","58.2000008","56.5","sediments, limestones, redbeds","Ufimian to Solikam","P2",,"268","271","fossils",,,
"2015","4015","Kama River Redbeds","Kama River, N.E.Tataria, Russia","Europe","Russian Platform","56.0","52.0","sediments, redbeds","Ufimian to Sheshma","P2",,"268","271","fossils",,,"Superseded study"
"2182","4016","Ik River Redbeds","Ik River, N.E.Tataria, Russia","Europe","Russian Platform","55.0","53.0","sediments, redbeds","Ufimian to Sheshma","P2",,"268","271","fossils",,,"Superseded study"
"968","4017","Northeast Tatarian Sediments Combined","N.E.Tataria, Russia","Europe","Russian Platform","55.7000008","52.7000008","sediments, redbeds","Ufimian to Sheshma","P2",,"268","271","fossils",,,
"1964","4018","Lena River Sediments","Lena River, Russia","Asia","Siberian Platform","72.5999985","124.699997","sediments",,"P2-3",,"251","271","stratigraphic",,,
"2061","4019","North Caucasus Volcanics and Sediments Combined","N.Caucasus, Russia","Europe","Russian Platform","43.5999985","41.5","extrusives,sediments,sandstone,siltstone",,"P1",,"271","299","stratigraphic",,,
"2010","4020","North Caucasus Volcanics and Sediments","N.Caucasus, Russia","Europe","Russian Platform","43.2999992","42.0","extrusives,sediments,sandstone,siltstone",,"P1","2.5 km","271","299","stratigraphic",,,"Superseded study"
"2061","4021","North Caucasus Sediments","N.Caucasus, Russia","Europe","Russian Platform","43.4000015","42.2000008","sediments,sandstones,siltstones",,"P1",,"271","299","stratigraphic",,,"Superseded study"
"2062","4022","North Caucasus Sediments","N.Caucasus, Russia","Europe","Russian Platform","43.0","42.0","sediments,sandstones,conglomerates,tuffs",,"P1",,"271","299","stratigraphic",,,"Superseded study"
"968","4023","North Caucasus Volcanics and Sediments Combined","N.Caucasus, Russia","Europe","Russian Platform","43.2000008","42.0","extrusives,sediments,sandstone,siltstone",,"P1",,"271","299","stratigraphic",,,
"2010","4024","Caucasus Sediments","Caucasus, Armenia","Middle East",,"40.0","45.0","sediments,limestones",,"P1",,"271","299","stratigraphic",,,
"2063","4025","North Fergana Ignimbrites","N.Fergana, Uzbekistan","Asia",,"41.7000008","72.6999969","extrusives, ignimbrites",,"P1",,"268","282","K-Ar","K-Ar age 275+/-7 Ma",,"Superseded study"
"2064","4026","South Darvaz Sediments","South Darvaz, Tajikistan","Asia",,"38.0","70.0","sediments,limestones",,"P1",,"271","299","fossils",,,
"2065","4027","Besukea River Redbeds","Besukea River, Russia","Asia","Siberian Platform","69.8000031","128.5","sediments, redbeds",,"P1",,"271","299","stratigraphic",,,
"968","4028","Kama River Redbeds Combined","Kama River, Russia","Europe","Russian Platform","56.5999985","54.0","sediments, redbeds",,"P2-3",,"251","271","stratigraphic",,,
"968","4029","Kama Region Sediments Combined","Kama Region, Russia","Europe","Russian Platform","54.9000015","53.0","sediments",,"P2-3","150 km","257","266","fossils",,,
"968","4030","Kama River Sediments Combined","Kama River, Russia","Europe","Russian Platform","57.4000015","55.5","sediments","Late Ufimian to Early Tatarian","P2-3",,"257","270","stratigraphic",,,
"1967","4031","Pamirs Volcanics and Sediments","Pamirs, Tajikistan","Asia",,"38.0","74.0","extrusives,sediments",,"P3-T1",,"245","260","fossils",,,
"2067","4032","Udzha River Intrusions","Udzha River, Russia","Asia","Siberian Platform","71.5","116.0","intrusives",,"P-T",,"200","299","magnetic",,,
"2068","4033","Volga Region Redbeds","Volga Region, Russia","Europe","Russian Platform","55.0","49.0","sediments, redbeds","Tatarian","P2-3",,"251","263","fossils",,,
"2069","4034","Novaya Zemlya Sediments","Novaya Zemlya, Russia","Europe","Barentz-Pechoria","75.1999969","55.7999992","sediments, sandy clays","Tatarian","P2-3",,"251","263","fossils",,,
"2024","4035","Central Timan Redbeds","Central Timan, Russia","Europe","Barentz-Pechoria","66.0","51.0","sediments, redbeds","Early Kazanian","P2",,"266","268","stratigraphic",,,
"2070","4036","Shoptykulsk Group","Central Kazakhstan","Asia","Central Kazakhstan","52.0","67.5","sediments, redbeds",,"P2-3",,"251","271","fossils",,,
"2071","4037","Tuleykansk Group","S.Fergana, Uzbekistan","Asia",,"40.2999992","72.1999969","sediments, redbeds",,"P2-3",,"251","271","fossils",,,
"2072","4038","Karasuysk Group","N.Fergana, Uzbekistan","Asia",,"41.7000008","72.6999969","sediments,limestones,sandstone,tuffs",,"P2-3",,"251","271","fossils",,,
"2071","4039","South Fergana Sediments","S.Fergana, Uzbekistan","Asia",,"40.2999992","72.1999969","sediments,limestones,sandstones,shales","Artinskian to Sakmarian","P1-2",,"276","295","fossils",,,
"2073","4040","South Urals Sediments","South Urals, Russia","Europe",,"50.4000015","58.0","sediments,limestones,sandstone,siltstone","Sakmarian","P1-2",,"284","295","fossils",,,
"2073","4041","South Urals Sediments","South Urals, Russia","Europe",,"50.7000008","58.0","sediments,limestones,sandstone,siltstone",,"C2-P1",,"290","310","fossils",,,
"2072","4042","North Fergana Volcanics and Sediments","N.Fergana, Uzbekistan","Asia",,"41.7000008","72.6999969","extrusives,sediments,redbeds,tuffs",,"P1-2",,"268","282","K-Ar","K-Ar age 275+/-7 Ma",,
"2025","4043","East Kazakhstan Volcanics","East Kazakhstan","Asia","East Kazakhstan","47.5","80.0","extrusives,basalts,trachybasalts",,"P",,"251","299","stratigraphic",,,
"2074","4044","Bashkirian Sediments Combined","Bashkirian Anticlynore, Russia","Europe",,"55.0","58.5999985","sediments,limestones,sandstone,siltstone","Eifelian to Tournaisian","D2-C1",,"345","398","stratigraphic",,,
"2074","4045","Magnitogorsk Intrusions and Sediments Combined","Magnitogorsk Megasynclynore, Russia","Europe",,"52.7999992","59.0","intrusives,sediments,sandstones,tuffs",,"D2-3",,"359","398","stratigraphic",,,
"2074","4046","Uphimsk Sediments Combined","Uphimsk Amphitheatre, Russia","Europe",,"56.0","59.0","sediments,limestones,sandstones,marls",,"S1-D1",,"398","444","stratigraphic",,,
"2074","4047","Zilair Sediments Combined","Zilair Synclynore, Russia","Europe","Russian Platform","53.0","57.0","sediments,limestones,sandstones,shales","Late Ordovician to Famennian","O3-D3",,"359","461","stratigraphic",,,
"2029","4048","Zuyev Intrusions","Zuyev Anticline, Ukraine","Europe","Russian Platform","48.0","38.0","intrusives,diorites,lamprophyres",,"P2-3",,"251","268","stratigraphic,K-Ar","K-Ar age 236-268 Ma",,
"2082","4049","Pechersk Series","Polar Urals, Russia","Europe",,"66.0","60.0","sediments,sandy clays",,"P3",,"251","260","fossils",,,
"2083","4050","South Tien Shan Sediments","S.Tien Shan, Kyrgyzstan","Asia",,"41.5","71.8000031","sediments,sandstones,siltstones",,"P",,"251","299","fossils",,,
"2084","4051","Alaisky Range Volcanics and Sediments","Alaisky Range, Kyrgyzstan","Asia",,"39.5","72.0","intrusives,extrusives,sediments",,"P",,"251","299","stratigraphic",,,
"2083","4052","Ghissar Range Intrusions and Sediments","Ghissar Range, Tajikistan","Asia",,"39.0","69.0","intrusives,sediments",,"C",,"299","359","stratigraphic",,,
"2085","4053","East Mugojary Sediments","E.Mugojary, Kazakhstan","Asia","Mugojary","49.2000008","57.9000015","sediments,limestones",,"O1",,"472","488","fossils",,,
"2085","4054","Kupinsk Group","South Urals, Russia","Europe",,"50.7999992","58.2000008","sediments,sandstones,siltstones","Tremadoc","O1",,"479","488","fossils",,,
"2085","4055","South Mugojary Intrusions and Metamorphic Rocks","S.Mugojary, Kazakhstan","Asia","Mugojary","48.7999992","59.5","intrusives,metamorphics,granite,gneiss","Riphean","PP-NP1",,"800","1650","stratigraphic",,,
"2086","4056","Omolon Massif Sediments","Omolon Massif, Far East Russia","Asia","Kolyma","65.5","156.800003","sediments,siltstones",,"CB-P",,"251","542","stratigraphic",,,
"2087","4057","Lensk Group, Irensk and Philippov Horizons Combined","Urals Region, Russia","Europe","Russian Platform","57.5999985","57.4000015","sediments,clays.siltstones,marls","Kungurian","P1",,"271","276","fossils",,,
"2088","4058","Teberda River Intrusions","Teberda River, Russia","Europe",,"43.0","42.0","intrusives, porphyrites, baked tuffs",,"C2-P1",,"285","312","fossils",,,
"2089","4059","Alaisky Range Intrusions and Sediments","Alaisky Range, Kyrgyzstan","Asia",,"40.0","72.0","intrusives,sediments,ophiolites",,"P",,"251","299","stratigraphic",,,
"2090","4060","Tchatcal Range Ignimbrites","Tchatcal Range, Uzbekistan","Asia",,"41.0","70.0","extrusives, ignimbrites, baked sediments",,"P1",,"275","285","K-Ar","K-Ar age 280+/-5 Ma",,
"2091","4061","Fergana Sediments","Fergana, Uzbekistan","Asia",,"40.2000008","69.8000031","sediments, sandstones, siltstones",,"C3-P1",,"285","312","stratigraphic",,,
"2092","4062","Fergana Sediments","Fergana, Uzbekistan","Asia",,"41.5","72.4000015","sediments, hematised claystones","Moscovian to Tatarian","C2-P3",,"251","312","stratigraphic",,,
"877","4063","Araucarites and Avilovsk Groups Combined","Donbass, Ukraine","Europe","Russian Platform","48.4000015","38.2000008","sediments, redbeds","Gzelian","C2",,"299","304","fossils",,,"Superseded study"
"2201","4064","Isaevsk Group","Donbass, Russia","Europe","Russian Platform","48.0","41.0","sediments,limestones,shales","Gzelian","C2",,"299","304","fossils",,,"Superseded study"
"2032","4065","Kyzylkanat Group","East Kazakhstan","Asia","East Kazakhstan","43.5","70.0","sediments, redbeds","Middle to Late Carboniferous","C2",,"299","330","fossils",,,
"2201","4066","Kashirsk Horizon","Rzhev City, Russia","Europe","Russian Platform","56.5","34.5","sediments, redbeds","Moscovian","C2",,"307","312","fossils",,,"Superseded study"
"2036","4067","Verisk Horizon","Vereya City, Russia","Europe","Russian Platform","55.5","36.0","sediments, redbeds","Moscovian","C2",,"307","312","fossils",,,"Superseded study"
"2201","4068","Verisk Horizon","Serpukhov City, Russia","Europe","Russian Platform","55.0","37.5","sediments, redbeds","Moscovian","C2",,"307","312","fossils",,,"Superseded study"
"2201","4069","Kashirsk Horizon","Ozeri City, Russia","Europe","Russian Platform","55.0","38.5","sediments, redbeds","Moscovian","C2",,"307","312","fossils",,,"Superseded study"
"2201","4070","Verisk Horizon","Shatsk City, Russia","Europe","Russian Platform","55.0","42.0","sediments, redbeds","Moscovian","C2",,"307","312","fossils",,,"Superseded study"
"2036","4071","Donbass Sediments Combined","Donbass, Russia","Europe","Russian Platform","48.0","41.0","sediments,limestones,sandstones","Middle Carboniferous","C2",,"305","330","fossils",,,"Superseded study"
"2036","4072","Donbass Sediments","Mikhailovsk Gorge, Donbass, Ukraine","Europe","Russian Platform","48.0","38.0","sediments,limestones,sandstones","Moscovian to Bashkirian","C2",,"307","318","fossils",,,"Superseded study"
"309","4073","Donbass Sediments","Mikhailovsk Gorge, Donbass, Ukraine","Europe","Russian Platform","48.0","38.0","sediments,limestones,sandstones","Bashkirian to Moscovian","C2",,"303","323","fossils",,,"Superseded study"
"877","4074","Donbass Sediments","Donbass, Ukraine","Europe","Russian Platform","48.0","38.0","sediments,limestones,sandstones,shales","Bashkirian to Moscovian","C2",,"303","323","fossils",,,"Superseded study"
"2037","4075","Azov Region Sediments Combined","Azov Region, Ukraine","Europe","Russian Platform","48.0","38.0","sediments,limestones,sandstones",,"C1",,"318","359","fossils",,,"Superseded study"
"2201","4076","Productive Series","Vytegra City, Russia","Europe","Russian Platform","61.0","37.0","sediments redbeds","Late Visean","C1",,"326","335","fossils",,,"Superseded study"
